timestamp,junction_id,lane_id,vehicle_count,average_speed,queue_length,weather,day_of_week,hour,emergency_vehicle,congestion_level,signal_state,waiting_time,throughput,occupancy
2026-07-30 11:39:52,int-1,lane-N,14,34.5,3,clear,3,11,0,0.1,GREEN,0.0,6.0,0.47
2026-07-30 11:39:52,int-1,lane-S,9,39.7,3,clear,3,11,0,0.1,RED,0.0,6.0,0.3
2026-07-30 11:39:52,int-1,lane-E,14,31.7,5,clear,3,11,0,0.17,RED,0.0,6.0,0.47
2026-07-30 11:39:52,int-1,lane-W,13,40.7,3,clear,3,11,0,0.1,RED,0.0,6.0,0.43
2026-07-30 11:40:11,int-1,lane-N,3,1.2,0,clear,3,11,0,0.0,GREEN,1.5,6.0,0.1
2026-07-30 11:40:11,int-1,lane-S,0,29.4,0,clear,3,11,0,0.0,RED,0.0,6.0,0.0
2026-07-30 11:40:11,int-1,lane-E,1,29.4,1,clear,3,11,0,0.03,RED,0.0,6.0,0.03
2026-07-30 11:40:11,int-1,lane-W,0,29.4,0,clear,3,11,0,0.0,RED,0.0,6.0,0.0
2026-07-30 11:40:17,int-1,lane-N,4,0.6,1,clear,3,11,0,0.03,GREEN,2.5,3.0,0.13
2026-07-30 11:40:17,int-1,lane-S,1,29.7,1,clear,3,11,0,0.03,RED,0.0,3.0,0.03
2026-07-30 11:40:17,int-1,lane-E,1,29.7,1,clear,3,11,0,0.03,RED,0.0,3.0,0.03
2026-07-30 11:40:17,int-1,lane-W,0,29.7,0,clear,3,11,0,0.0,RED,0.0,3.0,0.0
2026-07-30 11:40:23,int-1,lane-N,4,0.5,1,clear,3,11,0,0.03,YELLOW,3.0,2.0,0.13
2026-07-30 11:40:23,int-1,lane-S,2,29.099999999999998,2,clear,3,11,0,0.07,RED,0.0,2.0,0.07
2026-07-30 11:40:23,int-1,lane-E,1,29.099999999999998,1,clear,3,11,0,0.03,RED,0.0,2.0,0.03
2026-07-30 11:40:23,int-1,lane-W,2,29.099999999999998,2,clear,3,11,0,0.07,RED,0.0,2.0,0.07
2026-07-30 11:40:29,int-1,lane-N,6,0.0,3,clear,3,11,0,0.1,RED,4.0,6.0,0.2
2026-07-30 11:40:29,int-1,lane-S,1,29.4,1,clear,3,11,0,0.03,RED,0.0,6.0,0.03
2026-07-30 11:40:29,int-1,lane-E,0,30.0,0,clear,3,11,0,0.0,GREEN,0.0,6.0,0.0
2026-07-30 11:40:29,int-1,lane-W,2,29.4,2,clear,3,11,0,0.07,RED,0.0,6.0,0.07
2026-07-30 11:40:35,int-1,lane-N,5,0.0,2,clear,3,11,0,0.07,RED,5.0,4.0,0.17
2026-07-30 11:40:35,int-1,lane-S,0,29.7,0,clear,3,11,0,0.0,RED,0.0,4.0,0.0
2026-07-30 11:40:35,int-1,lane-E,0,30.0,0,clear,3,11,0,0.0,GREEN,0.0,4.0,0.0
2026-07-30 11:40:35,int-1,lane-W,0,29.7,0,clear,3,11,0,0.0,RED,0.0,4.0,0.0
2026-07-30 11:40:41,int-1,lane-N,6,0.0,3,clear,3,11,0,0.1,RED,5.5,1.0,0.2
2026-07-30 11:40:41,int-1,lane-S,1,29.099999999999998,1,clear,3,11,0,0.03,RED,0.0,1.0,0.03
2026-07-30 11:40:41,int-1,lane-E,0,30.0,0,clear,3,11,0,0.0,GREEN,0.0,1.0,0.0
2026-07-30 11:40:41,int-1,lane-W,2,29.099999999999998,2,clear,3,11,0,0.07,RED,0.0,1.0,0.07
2026-07-30 11:40:47,int-1,lane-N,14,1.0,4,clear,3,11,0,0.13,GREEN,7.5,6.0,0.47
2026-07-30 11:40:47,int-1,lane-S,8,29.4,3,clear,3,11,0,0.1,RED,0.0,6.0,0.27
2026-07-30 11:40:47,int-1,lane-E,15,29.4,7,clear,3,11,0,0.23,RED,0.0,6.0,0.5
2026-07-30 11:40:47,int-1,lane-W,12,29.4,5,clear,3,11,0,0.17,RED,0.0,6.0,0.4
2026-07-30 11:40:54,int-1,lane-N,4,0.5,1,clear,3,11,0,0.03,GREEN,9.5,6.0,0.13
2026-07-30 11:40:54,int-1,lane-S,0,29.7,0,clear,3,11,0,0.0,RED,0.0,6.0,0.0
2026-07-30 11:40:54,int-1,lane-E,0,29.7,0,clear,3,11,0,0.0,RED,0.0,6.0,0.0
2026-07-30 11:40:54,int-1,lane-W,0,29.7,0,clear,3,11,0,0.0,RED,0.0,6.0,0.0
2026-07-30 11:41:03,int-1,lane-N,2,1.5,0,clear,3,11,0,0.0,GREEN,10.5,4.0,0.07
2026-07-30 11:41:03,int-1,lane-S,1,29.099999999999998,1,clear,3,11,0,0.03,RED,0.0,4.0,0.03
2026-07-30 11:41:03,int-1,lane-E,0,29.099999999999998,0,clear,3,11,0,0.0,RED,0.0,4.0,0.0
2026-07-30 11:41:03,int-1,lane-W,2,29.099999999999998,2,clear,3,11,0,0.07,RED,0.0,4.0,0.07
2026-07-30 11:41:10,int-1,lane-N,4,0.5,1,clear,3,11,0,0.03,YELLOW,12.5,2.0,0.13
2026-07-30 11:41:10,int-1,lane-S,2,29.4,2,clear,3,11,0,0.07,RED,0.0,2.0,0.07
2026-07-30 11:41:10,int-1,lane-E,1,29.4,1,clear,3,11,0,0.03,RED,0.0,2.0,0.03
2026-07-30 11:41:10,int-1,lane-W,2,29.4,2,clear,3,11,0,0.07,RED,0.0,2.0,0.07
2026-07-30 11:41:18,int-1,lane-N,5,0.0,2,clear,3,11,0,0.07,RED,14.5,5.0,0.17
2026-07-30 11:41:18,int-1,lane-S,0,30.0,0,clear,3,11,0,0.0,GREEN,0.0,5.0,0.0
2026-07-30 11:41:18,int-1,lane-E,0,29.7,0,clear,3,11,0,0.0,RED,0.0,5.0,0.0
2026-07-30 11:41:18,int-1,lane-W,1,29.7,1,clear,3,11,0,0.03,RED,0.0,5.0,0.03
2026-07-30 11:41:25,int-1,lane-N,7,0.0,4,clear,3,11,0,0.13,RED,15.5,2.0,0.23
