timestamp,junction_id,lane_id,vehicle_count,average_speed,queue_length,weather,day_of_week,hour,emergency_vehicle,congestion_level,signal_state,waiting_time,throughput,occupancy
2026-07-29 12:13:53,int-1,lane-N,10,34.5,3,clear,2,12,0,0.1,GREEN,0.0,6.0,0.33
2026-07-29 12:13:53,int-1,lane-S,16,43.7,4,clear,2,12,0,0.13,RED,0.0,6.0,0.53
2026-07-29 12:13:53,int-1,lane-E,18,27.7,5,clear,2,12,0,0.17,RED,0.0,6.0,0.6
2026-07-29 12:13:53,int-1,lane-W,12,42.7,3,clear,2,12,0,0.1,RED,0.0,6.0,0.4
2026-07-29 12:14:06,int-1,lane-N,3,1.2,0,clear,2,12,0,0.0,GREEN,1.5,6.0,0.1
2026-07-29 12:14:06,int-1,lane-S,0,29.4,0,clear,2,12,0,0.0,RED,0.0,6.0,0.0
2026-07-29 12:14:06,int-1,lane-E,2,29.4,2,clear,2,12,0,0.07,RED,0.0,6.0,0.07
2026-07-29 12:14:06,int-1,lane-W,1,29.4,1,clear,2,12,0,0.03,RED,0.0,6.0,0.03
2026-07-29 12:14:12,int-1,lane-N,4,0.6,1,clear,2,12,0,0.03,GREEN,2.5,3.0,0.13
2026-07-29 12:14:12,int-1,lane-S,1,29.7,1,clear,2,12,0,0.03,RED,0.0,3.0,0.03
2026-07-29 12:14:12,int-1,lane-E,0,29.7,0,clear,2,12,0,0.0,RED,0.0,3.0,0.0
2026-07-29 12:14:12,int-1,lane-W,1,29.7,1,clear,2,12,0,0.03,RED,0.0,3.0,0.03
2026-07-29 12:14:18,int-1,lane-N,4,0.5,1,clear,2,12,0,0.03,YELLOW,3.0,2.0,0.13
2026-07-29 12:14:18,int-1,lane-S,2,29.099999999999998,2,clear,2,12,0,0.07,RED,0.0,2.0,0.07
2026-07-29 12:14:18,int-1,lane-E,1,29.099999999999998,1,clear,2,12,0,0.03,RED,0.0,2.0,0.03
2026-07-29 12:14:18,int-1,lane-W,0,29.099999999999998,0,clear,2,12,0,0.0,RED,0.0,2.0,0.0
2026-07-29 12:14:30,int-1,lane-N,6,0.0,3,clear,2,12,0,0.1,RED,4.0,6.0,0.2
2026-07-29 12:14:30,int-1,lane-S,1,29.4,1,clear,2,12,0,0.03,RED,0.0,6.0,0.03
2026-07-29 12:14:30,int-1,lane-E,0,30.0,0,clear,2,12,0,0.0,GREEN,0.0,6.0,0.0
2026-07-29 12:14:30,int-1,lane-W,1,29.4,1,clear,2,12,0,0.03,RED,0.0,6.0,0.03
2026-07-29 12:14:37,int-1,lane-N,6,0.0,3,clear,2,12,0,0.1,RED,5.0,5.0,0.2
2026-07-29 12:14:37,int-1,lane-S,0,29.7,0,clear,2,12,0,0.0,RED,0.0,5.0,0.0
2026-07-29 12:14:37,int-1,lane-E,0,30.0,0,clear,2,12,0,0.0,GREEN,0.0,5.0,0.0
2026-07-29 12:14:37,int-1,lane-W,1,29.7,1,clear,2,12,0,0.03,RED,0.0,5.0,0.03
2026-07-29 12:14:42,int-1,lane-N,6,0.0,3,clear,2,12,0,0.1,RED,5.5,2.0,0.2
2026-07-29 12:14:42,int-1,lane-S,0,29.099999999999998,0,clear,2,12,0,0.0,RED,0.0,2.0,0.0
2026-07-29 12:14:42,int-1,lane-E,0,30.0,0,clear,2,12,0,0.0,GREEN,0.0,2.0,0.0
2026-07-29 12:14:42,int-1,lane-W,1,29.099999999999998,1,clear,2,12,0,0.03,RED,0.0,2.0,0.03
2026-07-29 12:14:48,int-1,lane-N,11,0.5,4,clear,2,12,0,0.13,GREEN,7.5,6.0,0.37
2026-07-29 12:14:48,int-1,lane-S,14,29.4,6,clear,2,12,0,0.2,RED,0.0,6.0,0.47
2026-07-29 12:14:48,int-1,lane-E,21,29.7,8,clear,2,12,0,0.27,RED,0.0,6.0,0.7
2026-07-29 12:14:48,int-1,lane-W,12,29.4,5,clear,2,12,0,0.17,RED,0.0,6.0,0.4
2026-07-29 12:14:57,int-1,lane-N,4,0.5,1,clear,2,12,0,0.03,GREEN,9.5,5.0,0.13
2026-07-29 12:14:57,int-1,lane-S,0,29.7,0,clear,2,12,0,0.0,RED,0.0,5.0,0.0
2026-07-29 12:14:57,int-1,lane-E,1,29.7,1,clear,2,12,0,0.03,RED,0.0,5.0,0.03
2026-07-29 12:14:57,int-1,lane-W,1,29.7,1,clear,2,12,0,0.03,RED,0.0,5.0,0.03
2026-07-29 12:15:04,int-1,lane-N,2,1.5,0,clear,2,12,0,0.0,GREEN,10.5,2.0,0.07
2026-07-29 12:15:04,int-1,lane-S,2,29.099999999999998,2,clear,2,12,0,0.07,RED,0.0,2.0,0.07
2026-07-29 12:15:04,int-1,lane-E,0,29.099999999999998,0,clear,2,12,0,0.0,RED,0.0,2.0,0.0
2026-07-29 12:15:04,int-1,lane-W,3,29.099999999999998,3,clear,2,12,0,0.1,RED,0.0,2.0,0.1
2026-07-29 12:15:12,int-1,lane-N,12,0.0,5,clear,2,12,0,0.17,RED,12.5,6.0,0.4
2026-07-29 12:15:12,int-1,lane-S,16,29.4,6,clear,2,12,0,0.2,RED,0.0,6.0,0.53
2026-07-29 12:15:12,int-1,lane-E,17,29.4,7,clear,2,12,0,0.23,RED,0.0,6.0,0.57
2026-07-29 12:15:12,int-1,lane-W,10,30.2,3,clear,2,12,0,0.1,GREEN,0.0,6.0,0.33
2026-07-29 12:15:19,int-1,lane-N,6,0.0,3,clear,2,12,0,0.1,RED,14.5,4.0,0.2
2026-07-29 12:15:19,int-1,lane-S,0,29.7,0,clear,2,12,0,0.0,RED,0.0,4.0,0.0
2026-07-29 12:15:19,int-1,lane-E,1,29.7,1,clear,2,12,0,0.03,RED,0.0,4.0,0.03
2026-07-29 12:15:19,int-1,lane-W,0,30.0,0,clear,2,12,0,0.0,GREEN,0.0,4.0,0.0
2026-07-29 12:15:28,int-1,lane-N,7,0.0,4,clear,2,12,0,0.13,RED,15.5,1.0,0.23
2026-07-29 12:15:28,int-1,lane-S,2,29.099999999999998,2,clear,2,12,0,0.07,RED,0.0,1.0,0.07
2026-07-29 12:15:28,int-1,lane-E,3,29.099999999999998,3,clear,2,12,0,0.1,RED,0.0,1.0,0.1
2026-07-29 12:15:28,int-1,lane-W,0,30.0,0,clear,2,12,0,0.0,GREEN,0.0,1.0,0.0
2026-07-29 12:15:39,int-1,lane-N,9,1.0,2,clear,2,12,0,0.07,GREEN,17.5,6.0,0.3
2026-07-29 12:15:39,int-1,lane-S,13,29.4,5,clear,2,12,0,0.17,RED,0.0,6.0,0.43
2026-07-29 12:15:39,int-1,lane-E,21,29.4,8,clear,2,12,0,0.27,RED,0.0,6.0,0.7
2026-07-29 12:15:39,int-1,lane-W,12,29.4,5,clear,2,12,0,0.17,RED,0.0,6.0,0.4
2026-07-29 12:15:50,int-1,lane-N,4,0.5,1,clear,2,12,0,0.03,GREEN,19.5,4.0,0.13
2026-07-29 12:15:50,int-1,lane-S,0,29.7,0,clear,2,12,0,0.0,RED,0.0,4.0,0.0
2026-07-29 12:15:50,int-1,lane-E,1,29.7,1,clear,2,12,0,0.03,RED,0.0,4.0,0.03
2026-07-29 12:15:50,int-1,lane-W,0,29.7,0,clear,2,12,0,0.0,RED,0.0,4.0,0.0
2026-07-29 12:16:11,int-1,lane-N,3,1.0,0,clear,2,12,0,0.0,YELLOW,20.5,2.0,0.1
2026-07-29 12:16:11,int-1,lane-S,1,29.099999999999998,1,clear,2,12,0,0.03,RED,0.0,2.0,0.03
2026-07-29 12:16:11,int-1,lane-E,1,29.099999999999998,1,clear,2,12,0,0.03,RED,0.0,2.0,0.03
2026-07-29 12:16:11,int-1,lane-W,1,29.099999999999998,1,clear,2,12,0,0.03,RED,0.0,2.0,0.03
2026-07-29 12:16:32,int-1,lane-N,5,0.0,2,clear,2,12,0,0.07,RED,22.5,6.0,0.17
2026-07-29 12:16:32,int-1,lane-S,0,30.0,0,clear,2,12,0,0.0,GREEN,0.0,6.0,0.0
2026-07-29 12:16:32,int-1,lane-E,0,29.4,0,clear,2,12,0,0.0,RED,0.0,6.0,0.0
2026-07-29 12:16:32,int-1,lane-W,1,29.4,1,clear,2,12,0,0.03,RED,0.0,6.0,0.03
2026-07-29 12:16:46,int-1,lane-N,5,0.0,2,clear,2,12,0,0.07,RED,24.5,6.0,0.17
2026-07-29 12:16:46,int-1,lane-S,0,30.0,0,clear,2,12,0,0.0,GREEN,0.0,6.0,0.0
2026-07-29 12:16:46,int-1,lane-E,0,29.7,0,clear,2,12,0,0.0,RED,0.0,6.0,0.0
2026-07-29 12:16:46,int-1,lane-W,1,29.7,1,clear,2,12,0,0.03,RED,0.0,6.0,0.03
2026-07-29 12:16:53,int-1,lane-N,5,0.0,2,clear,2,12,0,0.07,RED,25.5,3.0,0.17
2026-07-29 12:16:53,int-1,lane-S,0,30.0,0,clear,2,12,0,0.0,GREEN,0.0,3.0,0.0
2026-07-29 12:16:53,int-1,lane-E,1,29.099999999999998,1,clear,2,12,0,0.03,RED,0.0,3.0,0.03
2026-07-29 12:16:53,int-1,lane-W,0,29.099999999999998,0,clear,2,12,0,0.0,RED,0.0,3.0,0.0
2026-07-29 12:17:08,int-1,lane-N,6,0.0,3,clear,2,12,1,0.1,RED,27.5,2.0,0.2
2026-07-29 12:17:08,int-1,lane-S,0,30.0,0,clear,2,12,0,0.0,YELLOW,0.0,2.0,0.0
2026-07-29 12:17:08,int-1,lane-E,1,29.4,1,clear,2,12,0,0.03,RED,0.0,2.0,0.03
2026-07-29 12:17:08,int-1,lane-W,0,29.4,0,clear,2,12,0,0.0,RED,0.0,2.0,0.0
2026-07-29 12:17:18,int-1,lane-N,4,0.5,1,clear,2,12,1,0.03,GREEN,29.5,5.0,0.13
2026-07-29 12:17:18,int-1,lane-S,1,29.7,1,clear,2,12,0,0.03,RED,0.0,5.0,0.03
2026-07-29 12:17:18,int-1,lane-E,1,29.7,1,clear,2,12,0,0.03,RED,0.0,5.0,0.03
2026-07-29 12:17:18,int-1,lane-W,0,29.7,0,clear,2,12,0,0.0,RED,0.0,5.0,0.0
2026-07-29 12:17:25,int-1,lane-N,2,1.5,0,clear,2,12,1,0.0,GREEN,30.5,2.0,0.07
2026-07-29 12:17:25,int-1,lane-S,1,29.099999999999998,1,clear,2,12,0,0.03,RED,0.0,2.0,0.03
2026-07-29 12:17:25,int-1,lane-E,2,29.099999999999998,2,clear,2,12,0,0.07,RED,0.0,2.0,0.07
2026-07-29 12:17:25,int-1,lane-W,0,29.099999999999998,0,clear,2,12,0,0.0,RED,0.0,2.0,0.0
2026-07-29 12:17:33,int-1,lane-N,5,0.0,2,clear,2,12,0,0.07,YELLOW,32.5,1.0,0.17
2026-07-29 12:17:33,int-1,lane-S,1,29.4,1,clear,2,12,0,0.03,RED,0.0,1.0,0.03
2026-07-29 12:17:33,int-1,lane-E,1,29.4,1,clear,2,12,0,0.03,RED,0.0,1.0,0.03
2026-07-29 12:17:33,int-1,lane-W,1,29.4,1,clear,2,12,0,0.03,RED,0.0,1.0,0.03
2026-07-29 12:17:42,int-1,lane-N,5,0.0,2,clear,2,12,0,0.07,RED,34.5,6.0,0.17
2026-07-29 12:17:42,int-1,lane-S,0,30.0,0,clear,2,12,0,0.0,GREEN,0.0,6.0,0.0
2026-07-29 12:17:42,int-1,lane-E,1,29.7,1,clear,2,12,0,0.03,RED,0.0,6.0,0.03
2026-07-29 12:17:42,int-1,lane-W,0,29.7,0,clear,2,12,0,0.0,RED,0.0,6.0,0.0
2026-07-29 12:17:51,int-1,lane-N,5,0.0,2,clear,2,12,0,0.07,RED,35.5,4.0,0.17
2026-07-29 12:17:51,int-1,lane-S,0,30.0,0,clear,2,12,0,0.0,GREEN,0.0,4.0,0.0
2026-07-29 12:17:51,int-1,lane-E,1,29.099999999999998,1,clear,2,12,0,0.03,RED,0.0,4.0,0.03
2026-07-29 12:17:51,int-1,lane-W,0,29.099999999999998,0,clear,2,12,0,0.0,RED,0.0,4.0,0.0
2026-07-29 12:17:58,int-1,lane-N,5,0.0,2,clear,2,12,0,0.07,RED,37.5,2.0,0.17
2026-07-29 12:17:58,int-1,lane-S,0,30.0,0,clear,2,12,0,0.0,YELLOW,0.0,2.0,0.0
2026-07-29 12:17:58,int-1,lane-E,1,29.4,1,clear,2,12,0,0.03,RED,0.0,2.0,0.03
